"lwage","nwifeinc","exper","expersq","city","fatheduc","motheduc","huseduc","educ","age","kidslt6","kidsge6"
1.92789161205292,20.6000003814697,12,144,1,12,12,14,14,30,0,0
1.36102783679962,18.5599155426025,25,625,1,7,7,12,12,43,0,0
0.6931471824646,9.30000019073486,14,196,0,7,7,6,6,54,0,0
1.60468661785126,5.12000751495361,14,196,0,7,7,12,15,35,0,2
0.183903649449348,14.5000381469727,11,121,0,7,7,13,12,50,0,0
3.11351537704468,19.7999992370605,7,49,1,16,14,17,17,34,1,1
1.92682921886444,18.2999496459961,18,324,1,12,14,12,14,52,0,0
1.2701256275177,33.9999351501465,4,16,1,10,7,14,13,35,0,3
0.68269270658493,11.6279363632202,37,1369,0,7,7,8,6,55,0,0
1.68106997013092,11.8000459671021,13,169,0,7,7,16,16,35,0,0
0.556295990943909,39.0999755859375,14,196,1,16,16,16,14,49,0,1
1.62822043895721,18.4300708770752,17,289,1,7,12,9,15,38,2,2
0.916290760040283,21,5,25,1,7,7,14,14,42,0,2
1.3415584564209,59,2,4,0,7,7,5,8,48,0,1
0,25.2999992370605,0,0,1,12,12,16,14,51,0,0
1.12223124504089,23.2489910125732,3,9,1,10,12,12,12,43,0,2
0.540170788764954,24.9280872344971,21,441,1,10,12,12,12,43,0,1
1.3915057182312,14.7819881439209,20,400,1,10,10,14,12,38,0,1
1.69717395305634,18.9000282287598,19,361,1,7,3,9,12,44,0,1
3.21887588500977,21,4,16,1,10,12,12,12,36,1,3
0.871167778968811,10.0000095367432,19,361,0,12,12,12,12,38,0,0
1.16732954978943,29.3099746704102,11,121,1,12,12,8,8,47,0,0
1.21698772907257,13.1400318145752,14,196,0,7,7,10,12,34,0,2
0.575376629829407,25.089994430542,8,64,1,17,16,17,17,40,1,2
1.15161573886871,14.5999317169189,13,169,0,12,12,12,12,31,0,1
0.994251251220703,1.20000123977661,24,576,1,16,10,12,12,46,0,0
0.526324927806854,32.0000038146973,1,1,1,10,10,17,14,36,0,3
-1.5431821346283,16.1199703216553,1,1,1,16,12,12,13,39,1,2
1.91204309463501,26.5000228881836,3,9,0,7,7,12,17,36,0,2
0.554287314414978,12.7500553131104,4,16,0,7,7,12,8,37,0,4
0.916290760040283,12.8999996185303,21,441,0,9,7,11,12,39,0,4
1.50093913078308,10.6999750137329,10,100,0,3,7,8,11,36,1,3
0.944683790206909,14.4340314865112,13,169,1,7,7,16,12,49,0,2
1.24126863479614,23.7089996337891,9,81,1,7,7,10,12,45,1,1
1.56498432159424,15.100004196167,14,196,0,7,7,17,17,32,2,0
0.838026463985443,18.1999759674072,2,4,0,7,7,12,10,36,0,5
1.66885709762573,22.641056060791,21,441,1,7,7,8,12,40,0,1
1.7694286108017,21.640079498291,22,484,1,7,7,11,13,43,0,2
1.22644829750061,23.9999847412109,14,196,1,16,12,12,12,33,0,1
1.40648913383484,16.0000152587891,7,49,1,12,12,11,12,30,0,1
